### DATA:
#
# 274
#      Q             I(Q)           Error     
4.10000000E-01  1.00688350E-01  1.17316978E-02
4.15000000E-01  8.73779722E-02  1.10532763E-02
4.20000000E-01  8.43271828E-02  1.15900036E-02
4.25000000E-01  9.53907666E-02  1.18178786E-02
4.30000000E-01  7.07282776E-02  1.14385387E-02
4.35000000E-01  7.87334990E-02  1.21024238E-02
4.40000000E-01  8.17996455E-02  1.05724856E-02
4.45000000E-01  8.93530879E-02  1.10712167E-02
4.50000000E-01  7.84084139E-02  1.02551038E-02
4.55000000E-01  8.17291228E-02  1.07535058E-02
4.60000000E-01  8.22401407E-02  1.09188359E-02
4.65000000E-01  8.52551457E-02  1.12803259E-02
4.70000000E-01  8.58894534E-02  1.10778963E-02
4.75000000E-01  7.40662412E-02  1.06857884E-02
4.80000000E-01  7.65435350E-02  1.15730357E-02
4.85000000E-01  8.48286582E-02  1.25865908E-02
4.90000000E-01  6.38249506E-02  1.06821020E-02
4.95000000E-01  8.66411862E-02  1.09521947E-02
5.00000000E-01  7.43005345E-02  1.01122566E-02
5.10000000E-01  6.75094553E-02  7.18076450E-03
5.20000000E-01  7.11655847E-02  7.07126010E-03
5.30000000E-01  6.98758654E-02  6.74983968E-03
5.40000000E-01  6.68681668E-02  6.67417628E-03
5.50000000E-01  6.71433473E-02  6.93629725E-03
5.60000000E-01  6.80385549E-02  6.86218428E-03
5.70000000E-01  6.38916686E-02  6.80529087E-03
5.80000000E-01  6.48558599E-02  6.82536899E-03
5.90000000E-01  6.05017272E-02  6.43302930E-03
6.00000000E-01  5.92564767E-02  6.39541128E-03
6.10000000E-01  5.73373016E-02  6.18177250E-03
6.20000000E-01  4.97450217E-02  6.16195052E-03
6.30000000E-01  6.21714649E-02  6.29813555E-03
6.40000000E-01  6.00835774E-02  6.05641946E-03
6.50000000E-01  5.56083905E-02  6.18645913E-03
6.60000000E-01  5.68820576E-02  6.08940560E-03
6.70000000E-01  6.32218537E-02  6.34760013E-03
6.80000000E-01  5.03013982E-02  6.02411632E-03
6.90000000E-01  5.17950768E-02  5.76082086E-03
7.00000000E-01  5.15907062E-02  5.70445001E-03
7.10000000E-01  4.85550806E-02  5.77525671E-03
7.20000000E-01  4.55384644E-02  5.56619378E-03
7.30000000E-01  6.05922089E-02  5.89925258E-03
7.40000000E-01  4.34373738E-02  5.45029551E-03
7.50000000E-01  4.44822139E-02  5.78809875E-03
7.60000000E-01  4.43916747E-02  5.79615909E-03
7.70000000E-01  4.63723449E-02  5.68602892E-03
7.80000000E-01  4.75891096E-02  5.65262015E-03
7.90000000E-01  4.18598298E-02  5.88462793E-03
8.00000000E-01  4.79985519E-02  5.49591211E-03
8.10000000E-01  4.80134008E-02  5.46771906E-03
8.20000000E-01  4.88237320E-02  5.59418677E-03
8.30000000E-01  4.64418415E-02  5.35697851E-03
8.40000000E-01  3.74293032E-02  5.51566206E-03
8.50000000E-01  4.53924229E-02  5.51081474E-03
8.60000000E-01  3.69202073E-02  5.07064825E-03
8.70000000E-01  3.96627950E-02  5.42992216E-03
8.80000000E-01  3.73349020E-02  5.38593337E-03
8.90000000E-01  3.70967680E-02  5.14988700E-03
9.00000000E-01  4.03569707E-02  5.23130789E-03
9.10000000E-01  4.23929848E-02  4.90497932E-03
9.20000000E-01  3.93294022E-02  4.67012124E-03
9.30000000E-01  4.01614176E-02  4.80970039E-03
9.40000000E-01  3.97648320E-02  4.81601717E-03
9.50000000E-01  4.15967825E-02  4.78769382E-03
9.60000000E-01  3.24307145E-02  4.64201475E-03
9.70000000E-01  3.50757076E-02  4.50597106E-03
9.80000000E-01  4.39259137E-02  4.53449261E-03
9.90000000E-01  3.65377283E-02  4.76386874E-03
1.00000000E+00  3.65648527E-02  4.73329736E-03
1.03000000E+00  3.59864945E-02  2.61448107E-03
1.06000000E+00  3.93526718E-02  2.78417852E-03
1.09000000E+00  4.12263495E-02  2.80003529E-03
1.12000000E+00  3.99377614E-02  2.80007873E-03
1.15000000E+00  3.94218396E-02  2.85168383E-03
1.18000000E+00  4.17421350E-02  2.88461618E-03
1.21000000E+00  4.36595611E-02  2.97287093E-03
1.24000000E+00  4.27009223E-02  2.97591855E-03
1.27000000E+00  4.05050990E-02  3.20358099E-03
1.30000000E+00  4.30115791E-02  3.40372282E-03
1.33000000E+00  4.50596075E-02  3.72242801E-03
1.36000000E+00  4.73959231E-02  1.18526475E-02
1.39000000E+00  5.26475828E-02  6.33779654E-01
1.42000000E+00  4.62301992E-02  5.47721021E-03
1.45000000E+00  4.75910517E-02  5.73793614E-03
1.48000000E+00  4.91592680E-02  6.54106197E-03
1.51000000E+00  4.60665339E-02  7.43278005E-03
1.54000000E+00  4.72516735E-02  8.49698081E-03
1.57000000E+00  4.84769345E-02  9.80149949E-03
1.60000000E+00  4.89002743E-02  1.15445043E-02
1.63000000E+00  4.35800896E-02  1.29402564E-02
1.66000000E+00  4.12639364E-02  1.45277245E-02
1.69000000E+00  4.20178372E-02  1.65161146E-02
1.72000000E+00  3.28126468E-02  1.84909316E-02
1.75000000E+00  3.52664220E-02  2.08451928E-02
1.78000000E+00  2.73887655E-02  2.36566197E-02
1.81000000E+00  2.48061794E-02  2.87100122E-02
1.84000000E+00  2.36229524E-02  2.96715213E-02
1.87000000E+00  1.16179989E-02  3.21179872E-02
1.90000000E+00  8.36512664E-03  3.26728897E-02
1.93000000E+00  5.62356956E-03  3.80899057E-02
1.96000000E+00  5.35922887E-03  3.55233305E-02
1.99000000E+00  -2.54984394E-03  3.77254660E-02
2.02000000E+00  -3.55948753E-04  8.03860974E-03
2.05000000E+00  -3.29662032E-03  3.79850510E-02
2.08000000E+00  -9.41447840E-03  5.30854580E-02
2.11000000E+00  -4.61533224E-03  2.51102210E-02
2.14000000E+00  -1.07270861E-02  4.25229499E-02
2.17000000E+00  -1.07008467E-02  3.87208353E-02
2.20000000E+00  -4.85048394E-03  3.37691217E-02
2.23000000E+00  -9.47049281E-03  3.24753727E-02
2.26000000E+00  -1.02288556E-02  2.83057084E-02
2.29000000E+00  -5.67131076E-03  3.39337357E-02
2.32000000E+00  -7.29932043E-03  2.56830914E-02
2.35000000E+00  -6.87496378E-03  4.38045629E-02
2.38000000E+00  -1.24711497E-02  2.68852202E-02
2.41000000E+00  -1.28725545E-02  1.25446047E-01
2.44000000E+00  -1.71401397E-03  1.98856324E-01
2.47000000E+00  -1.04888448E-03  5.33075711E-02
2.50000000E+00  -9.58908655E-03  2.22576785E-02
2.53000000E+00  -6.93347283E-03  2.72682844E-02
2.56000000E+00  -1.07819421E-02  2.62705096E-02
2.59000000E+00  -1.07137472E-02  2.12827715E-02
2.62000000E+00  -3.91107234E-03  2.32202536E-02
2.65000000E+00  -1.87445585E-03  1.24328888E-02
2.68000000E+00  -6.60782610E-03  2.79816443E-02
2.71000000E+00  -1.87878765E-03  2.69424242E-02
2.74000000E+00  -7.15854938E-03  2.50749960E-02
2.77000000E+00  -5.57714545E-03  2.43090884E-02
2.80000000E+00  -1.53687101E-03  1.63845587E-02
2.83000000E+00  -2.08173395E-03  3.50596306E-02
2.86000000E+00  -2.91427865E-03  2.83919874E-02
2.89000000E+00  -9.15002938E-03  1.92408099E-02
2.92000000E+00  -1.74708282E-03  1.53772630E-02
2.95000000E+00  -4.28486421E-03  1.76986417E-02
2.98000000E+00  -7.96365892E-03  1.65223175E-02
3.01000000E+00  -5.76876462E-03  2.02115523E-02
3.04000000E+00  -2.04698154E-03  1.71939339E-02
3.07000000E+00  -8.95435299E-04  -1.14765165E-01
3.10000000E+00  -6.36397243E-03  1.29285774E-02
3.13000000E+00  -4.59168699E-03  1.22688564E-02
3.16000000E+00  2.15324318E-03  1.04850985E-02
3.19000000E+00  -2.61859209E-03  1.67585743E-02


### HEADER:
#
#{
#    "analysis": {
#        "guinier": {
#            "I0": 5.633567758003406,
#            "I0_autorg_err": 0.06415843645611762,
#            "I0_err": 0.06415843645611762,
#            "I0_est_err": -1,
#            "I0_fit_err": 0.06415843645611762,
#            "Rg": 31.48459228997316,
#            "Rg_autorg_err": 0.5185501403320153,
#            "Rg_err": 0.5185501403320153,
#            "Rg_est_err": -1,
#            "Rg_fit_err": 0.5185501403320153,
#            "nEnd": 36,
#            "nStart": 0,
#            "qEnd": 0.041,
#            "qRg_max": 1.2908682838888996,
#            "qRg_min": 0.1574229614498658,
#            "qStart": 0.005,
#            "rsq": 0.8386458152571948
#        }
#    },
#    "filename": "./dat_files/AA_052026/profile_177.dat",
#    "history": {
#        "baseline_correction": {
#            "initial_file": [
#                "S_S_AA_Tau5_apo_0178",
#                {
#                    "subtraction": {
#                        "initial_file": [
#                            "S_AA_Tau5_apo_0178"
#                        ],
#                        "subtracted_file": [
#                            "A_S_AA_Tau5_apo_0025",
#                            {
#                                "averaged_files": [
#                                    [
#                                        "S_AA_Tau5_apo_0025"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0026"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0027"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0028"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0029"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0030"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0031"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0032"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0033"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0034"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0035"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0036"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0037"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0038"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0039"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0040"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0041"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0042"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0043"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0044"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0045"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0046"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0047"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0048"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0049"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0050"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0051"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0052"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0053"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0054"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0055"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0056"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0057"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0058"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0059"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0060"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0061"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0062"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0063"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0064"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0065"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0066"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0067"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0068"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0069"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0070"
#                                    ],
#                                    [
#                                        "S_AA_Tau5_apo_0071"
#                                    ]
#                                ]
#                            }
#                        ]
#                    }
#                }
#            ],
#            "type": "Linear"
#        }
#    },
#    "unit": ""
#}

