### DATA:
#
# 273
#      Q             I(Q)           Error     
2.40000000E-01  5.14246934E-02  1.49456273E-02
2.45000000E-01  3.69293045E-02  1.43235029E-02
2.50000000E-01  2.76597012E-02  1.35484169E-02
2.55000000E-01  1.98702374E-02  1.45144805E-02
2.60000000E-01  2.37763028E-02  1.48617917E-02
2.65000000E-01  4.81630093E-02  1.56440113E-02
2.70000000E-01  4.30345510E-02  1.58666798E-02
2.75000000E-01  1.69814948E-02  1.46928477E-02
2.80000000E-01  3.61593295E-02  1.68656709E-02
2.85000000E-01  2.27283020E-02  1.48937094E-02
2.90000000E-01  3.44330717E-02  1.52473515E-02
2.95000000E-01  2.85155704E-02  1.56623934E-02
3.00000000E-01  1.81909183E-02  1.50586354E-02
3.05000000E-01  6.46885152E-03  1.50798914E-02
3.10000000E-01  3.41174228E-02  1.54766701E-02
3.15000000E-01  4.54150904E-02  1.54870923E-02
3.20000000E-01  3.55438243E-02  1.49967663E-02
3.25000000E-01  6.88465158E-03  1.46240470E-02
3.30000000E-01  3.08406573E-02  1.39367565E-02
3.35000000E-01  2.72117300E-02  1.45889907E-02
3.40000000E-01  4.35764170E-02  1.47268273E-02
3.45000000E-01  3.41349578E-02  1.32835398E-02
3.50000000E-01  3.06729789E-02  1.33161252E-02
3.55000000E-01  3.37746940E-02  1.37938669E-02
3.60000000E-01  7.92645719E-03  1.37648227E-02
3.65000000E-01  1.24282615E-02  1.40885347E-02
3.70000000E-01  1.99009831E-02  1.42559401E-02
3.75000000E-01  2.86454287E-02  1.30890121E-02
3.80000000E-01  1.21785019E-02  1.34702867E-02
3.85000000E-01  1.68508769E-02  1.23362143E-02
3.90000000E-01  1.62081373E-02  1.27614338E-02
3.95000000E-01  2.20720662E-02  1.25591492E-02
4.00000000E-01  1.98904358E-02  1.30266772E-02
4.05000000E-01  3.06839290E-02  1.40667113E-02
4.10000000E-01  3.60546206E-02  1.40017339E-02
4.15000000E-01  2.01018888E-02  1.43940652E-02
4.20000000E-01  8.00575761E-03  1.21236997E-02
4.25000000E-01  1.89913312E-02  1.31886377E-02
4.30000000E-01  1.63714025E-02  1.21118443E-02
4.35000000E-01  1.73368643E-02  1.26238897E-02
4.40000000E-01  2.40350158E-02  1.26505468E-02
4.45000000E-01  1.30619193E-02  1.17088464E-02
4.50000000E-01  2.13231914E-02  1.16324201E-02
4.55000000E-01  1.34895955E-02  1.20386969E-02
4.60000000E-01  2.17485247E-02  1.28171711E-02
4.65000000E-01  1.62344236E-02  1.12413511E-02
4.70000000E-01  2.08032434E-02  1.19781316E-02
4.75000000E-01  6.60274703E-03  1.15644879E-02
4.80000000E-01  1.30926688E-02  1.23618680E-02
4.85000000E-01  4.97247245E-03  1.17559660E-02
4.90000000E-01  1.52063708E-02  1.12349159E-02
4.95000000E-01  5.19504171E-03  1.13872402E-02
5.00000000E-01  1.27641362E-02  1.36663248E-02
5.10000000E-01  1.05761124E-02  8.50944132E-03
5.20000000E-01  2.17578389E-02  7.60101649E-03
5.30000000E-01  3.00693427E-03  7.50024635E-03
5.40000000E-01  1.19538516E-02  7.44346456E-03
5.50000000E-01  1.69099283E-02  7.21946770E-03
5.60000000E-01  1.96971442E-02  7.08895024E-03
5.70000000E-01  7.94895253E-03  7.52262242E-03
5.80000000E-01  9.88787139E-03  7.12899167E-03
5.90000000E-01  1.05902690E-02  7.39372215E-03
6.00000000E-01  1.29732394E-02  7.41485199E-03
6.10000000E-01  1.08788969E-02  7.08817959E-03
6.20000000E-01  1.67427618E-02  7.01152361E-03
6.30000000E-01  6.29409934E-03  6.85094925E-03
6.40000000E-01  7.46883402E-03  6.89704066E-03
6.50000000E-01  1.07641924E-02  6.88163765E-03
6.60000000E-01  1.61037343E-02  6.75551754E-03
6.70000000E-01  8.61962297E-03  6.68178366E-03
6.80000000E-01  1.13535994E-02  6.58983076E-03
6.90000000E-01  3.78684257E-03  6.82714991E-03
7.00000000E-01  1.62660322E-02  6.68925107E-03
7.10000000E-01  7.67619828E-03  6.79280958E-03
7.20000000E-01  2.70871669E-04  6.76892925E-03
7.30000000E-01  5.68783669E-03  6.81620800E-03
7.40000000E-01  1.02954793E-02  6.75897295E-03
7.50000000E-01  2.23687821E-02  6.71289928E-03
7.60000000E-01  9.39645719E-03  6.67653676E-03
7.70000000E-01  1.77240679E-02  7.02453515E-03
7.80000000E-01  6.31308523E-03  6.84855860E-03
7.90000000E-01  1.45913130E-02  7.11163467E-03
8.00000000E-01  6.26376712E-03  6.94531460E-03
8.10000000E-01  4.30033471E-03  6.86490804E-03
8.20000000E-01  5.50688516E-03  6.97242072E-03
8.30000000E-01  2.79099731E-03  7.17123028E-03
8.40000000E-01  7.65700259E-03  7.25053905E-03
8.50000000E-01  1.51874716E-03  7.27197841E-03
8.60000000E-01  1.39648604E-02  7.01984435E-03
8.70000000E-01  5.04339348E-03  7.06358693E-03
8.80000000E-01  1.31632233E-02  6.85467715E-03
8.90000000E-01  5.04382170E-03  6.83364541E-03
9.00000000E-01  1.50376392E-02  6.67663404E-03
9.10000000E-01  2.93657209E-03  6.84710265E-03
9.20000000E-01  5.68197003E-03  6.73803020E-03
9.30000000E-01  2.51550052E-03  6.76379337E-03
9.40000000E-01  4.74430031E-04  6.73051712E-03
9.50000000E-01  1.62472997E-02  6.92784099E-03
9.60000000E-01  2.63573106E-03  6.86743185E-03
9.70000000E-01  8.65596324E-03  7.00384889E-03
9.80000000E-01  3.06259778E-03  7.18457519E-03
9.90000000E-01  4.15963558E-03  7.21918079E-03
1.00000000E+00  8.31235273E-03  7.37389478E-03
1.03000000E+00  7.86346463E-03  4.50295114E-03
1.06000000E+00  6.03885264E-03  4.80327637E-03
1.09000000E+00  6.91768033E-03  5.06902672E-03
1.12000000E+00  5.50340068E-03  5.04737916E-03
1.15000000E+00  5.59682283E-03  5.06085451E-03
1.18000000E+00  1.04106676E-02  5.81297333E-03
1.21000000E+00  1.15439462E-02  6.51720913E-03
1.24000000E+00  9.86628016E-03  7.03080628E-03
1.27000000E+00  1.30163123E-02  7.63539925E-03
1.30000000E+00  7.75011936E-03  8.36619429E-03
1.33000000E+00  8.60040704E-03  9.41154748E-03
1.36000000E+00  1.23630656E-02  1.05794024E-02
1.39000000E+00  8.64901894E-03  1.36211008E-02
1.42000000E+00  1.25040394E-02  1.44385643E-02
1.45000000E+00  1.23042954E-02  1.48156823E-02
1.48000000E+00  9.40581555E-03  1.63015804E-02
1.51000000E+00  7.15942440E-03  1.81525958E-02
1.54000000E+00  1.12020255E-02  2.03696374E-02
1.57000000E+00  1.18962725E-02  2.29376298E-02
1.60000000E+00  1.09353296E-02  2.56390771E-02
1.63000000E+00  8.38573808E-03  2.87460357E-02
1.66000000E+00  9.11014795E-03  3.20995249E-02
1.69000000E+00  1.12878722E-02  3.54734803E-02
1.72000000E+00  6.71281926E-03  3.89366299E-02
1.75000000E+00  8.70156492E-03  4.28963316E-02
1.78000000E+00  1.00753825E-02  4.95987008E-02
1.81000000E+00  7.63510497E-03  5.57669651E-02
1.84000000E+00  2.74773248E-03  5.91598878E-02
1.87000000E+00  3.74028600E-03  6.07478146E-02
1.90000000E+00  7.88161607E-03  6.31909406E-02
1.93000000E+00  1.44461264E-03  6.53099841E-02
1.96000000E+00  1.57064693E-03  6.71669380E-02
1.99000000E+00  1.06548397E-03  9.49439087E-02
2.02000000E+00  -1.24112486E-03  7.04743945E-02
2.05000000E+00  1.10781848E-03  7.01374907E-02
2.08000000E+00  -2.97011846E-03  6.83215493E-02
2.11000000E+00  -6.53317217E-03  6.54190104E-02
2.14000000E+00  -6.06604861E-03  6.25878180E-02
2.17000000E+00  -4.00063384E-03  5.87028942E-02
2.20000000E+00  -4.34537951E-03  5.51408086E-02
2.23000000E+00  6.08354967E-04  5.24422235E-02
2.26000000E+00  -6.37933947E-03  5.02477041E-02
2.29000000E+00  -5.83805277E-03  4.80054241E-02
2.32000000E+00  -4.50603614E-03  4.60188875E-02
2.35000000E+00  -8.11134934E-03  4.43561423E-02
2.38000000E+00  -6.82547658E-03  4.46226801E-02
2.41000000E+00  -7.28350526E-03  4.51936018E-02
2.44000000E+00  -1.87485097E-03  4.27770836E-02
2.47000000E+00  -7.39666515E-03  4.21858856E-02
2.50000000E+00  3.10267100E-03  4.11578399E-02
2.53000000E+00  -5.21538792E-03  4.07826595E-02
2.56000000E+00  -7.94529466E-03  4.08080266E-02
2.59000000E+00  -2.39825867E-03  4.10437371E-02
2.62000000E+00  4.52894392E-04  4.12271216E-02
2.65000000E+00  -1.14348351E-02  4.17583547E-02
2.68000000E+00  -4.44959375E-03  4.33861638E-02
2.71000000E+00  -3.95354907E-03  4.45645573E-02
2.74000000E+00  -6.09827004E-03  4.53107345E-02
2.77000000E+00  -7.22914190E-03  4.56655335E-02
2.80000000E+00  -8.79850127E-03  4.57728952E-02
2.83000000E+00  -2.09152956E-03  4.56591567E-02
2.86000000E+00  1.72198653E-03  4.53161097E-02
2.89000000E+00  -1.27769198E-02  4.47856208E-02
2.92000000E+00  -6.10118165E-03  4.40969717E-02
2.95000000E+00  2.31133228E-03  4.34046207E-02
2.98000000E+00  -2.33138736E-03  4.30306853E-02
3.01000000E+00  -4.72431466E-03  4.16022528E-02
3.04000000E+00  -1.70209921E-03  4.08110301E-02
3.07000000E+00  -3.41550639E-03  3.89744439E-02
3.10000000E+00  -7.33960157E-04  3.88470811E-02
3.13000000E+00  -2.11530548E-04  4.10302881E-02
3.16000000E+00  8.58473297E-04  3.99735547E-02
3.19000000E+00  4.30792097E-03  4.07918324E-02


### HEADER:
#
#{
#    "analysis": {},
#    "filename": "./dat_files/WT_092025/profile_176.dat",
#    "history": {
#        "subtraction": {
#            "initial_file": [
#                "S_WT_sample_0177"
#            ],
#            "subtracted_file": [
#                "A_S_WT_sample_0221",
#                {
#                    "averaged_files": [
#                        [
#                            "S_WT_sample_0221"
#                        ],
#                        [
#                            "S_WT_sample_0222"
#                        ],
#                        [
#                            "S_WT_sample_0223"
#                        ],
#                        [
#                            "S_WT_sample_0224"
#                        ],
#                        [
#                            "S_WT_sample_0225"
#                        ],
#                        [
#                            "S_WT_sample_0226"
#                        ],
#                        [
#                            "S_WT_sample_0227"
#                        ],
#                        [
#                            "S_WT_sample_0228"
#                        ],
#                        [
#                            "S_WT_sample_0229"
#                        ],
#                        [
#                            "S_WT_sample_0230"
#                        ],
#                        [
#                            "S_WT_sample_0231"
#                        ],
#                        [
#                            "S_WT_sample_0232"
#                        ],
#                        [
#                            "S_WT_sample_0233"
#                        ],
#                        [
#                            "S_WT_sample_0234"
#                        ],
#                        [
#                            "S_WT_sample_0235"
#                        ],
#                        [
#                            "S_WT_sample_0236"
#                        ],
#                        [
#                            "S_WT_sample_0237"
#                        ]
#                    ]
#                }
#            ]
#        }
#    },
#    "unit": ""
#}

